Id;Label
0;Методология нау(PK-2)
1;Представление з(PK-2)
2;Системы искусст(PK-1)
3;Модели и алгори(PK-3,PK-4)
4;Мультиагентные (PK-3)
5;Современные сис(PK-3,PK-4)
6;Автоматизация д(PK-3)
7;Технология разр(OPK-8,UK-2)
8;Системы поддерж(OPK-7,UK-1)
9;Распределенная (OPK-6)
10;Базы пространст(OPK-2,OPK-4)
11;Программное обе(OPK-1)
12;Анализ требован(OPK-3,UK-1)
13;Интеллектуальны(OPK-2)
14;Информационные (OPK-1,OPK-5)
15;Акмеологическое(UK-3,UK-6)
16;Английский язык(UK-4,UK-5)
17;Английский язык(UK-4,UK-5)
18;Обработка данны(OPK-7)
19;Научно-исследов(OPK-1,UK-1)
20;Ознакомительная(OPK-5)
21;Научно-исследов(OPK-3)
22;Современные тен(PK-4)
23;Современные инф(PK-1)
